productName,description,productCategory,price
햇출하로 달콤한 고구마,부드럽고 달콤한 고구마에 대한 상세 설명입니다.,VEGETABLE,15000
횡성산 쫀득한 감자,쫀득한 식감의 감자에 대한 상세 설명입니다.,VEGETABLE,11000
햇출하 고당도 청도 복숭아,신선한 청도 지역에서 자란 복숭아의 상세 설명입니다.,FRUIT,19800
달달한 완도 감귤,완도에서 자란 달달한 감귤에 대한 상세 설명입니다.,FRUIT,23000
쫀득한 밀양 딸기,밀양에서 자란 신선한 딸기의 상세 설명입니다.,FRUIT,24500
제주산 엄선한 특·상급 감귤,신선한 제주산 감귤에 대한 상세 설명입니다.,ETC,29900
해남에서 자란 쫀득한 고구마,고구마의 특성과 식감에 대한 상세 설명입니다.,ETC,25800
영주산 고당도 사과,영주에서 자란 사과의 맛과 품질에 대한 상세 설명입니다.,ETC,34800
밀양에서 선별한 특·상급 버섯,밀양 버섯의 신선도와 품질에 대한 상세 설명입니다.,ETC,19800
특·상급 아삭한 청양고추,"신선한 청양고추로, 매운맛이 일품입니다.",VEGETABLE,29800
고창산 엄선한 쫀득한 시금치,"고창에서 자란 신선한 시금치로, 영양이 풍부합니다.",VEGETABLE,24600
햇출하 노지 배추,"신선한 배추로, 아삭한 식감이 특징입니다.",VEGETABLE,31200
밀양산 엄선한 쌈채소 모음,"신선한 쌈채소로, 다양한 맛과 식감을 제공합니다.",VEGETABLE,22300
아삭한 청도 고추,신선한 청도에서 자란 아삭한 식감의 고추입니다.,VEGETABLE,3500
햇출하 고당도 당근,"햇출하로 더욱 달콤한 당근, 신선함이 가득합니다.",VEGETABLE,4200
특·상급 고창 시금치,고창 지역에서 엄선한 특·상급 시금치입니다.,VEGETABLE,4800
쫀득한 해남 감자,"해남에서 자란 쫀득한 식감의 감자, 요리에 제격입니다.",VEGETABLE,6000
신선한 밀양 양파,"밀양에서 자란 신선한 양파, 요리에 풍미를 더합니다.",VEGETABLE,3700
달달한 천혜향 산지 선별,상큼한 천혜향에 대한 상세 설명입니다.,FRUIT,31245
아삭한 제철 사과,신선한 제철 사과에 대한 상세 설명입니다.,FRUIT,28900
햇출하로 신선한 감귤,상큼한 감귤에 대한 상세 설명입니다.,FRUIT,27500
햇출하 영주 감자,햇출하로 신선한 영주 감자입니다.,VEGETABLE,1500
진한 풍미의 횡성 배추,"풍미가 진한 횡성 배추로, 신선하게 수확되었습니다.",VEGETABLE,1200
엄선된 보성 시금치,좋은 품질로 엄선된 보성 시금치입니다.,VEGETABLE,2500
햇출하 청도 자몽 특·상급,신선한 청도 자몽에 대한 상세 설명입니다.,ETC,15800
고당도 영주 사과 엄선,영주에서 자란 달콤한 사과에 대한 상세 설명입니다.,ETC,12000
완도 해산물 특·상급,완도에서 잡은 신선한 해산물에 대한 상세 설명입니다.,ETC,25000
쫀득한 밀양 고구마 산지 선별,밀양에서 자란 쫀득한 고구마에 대한 상세 설명입니다.,ETC,9800
특·상급 해남 고추,해남에서 재배한 매콤한 고추에 대한 상세 설명입니다.,ETC,7500
고창 특·상급 햇당근,고창 지역에서 자란 신선한 당근의 품질을 강조한 상세 설명입니다.,VEGETABLE,12800
달달한 성주 참외,성주에서 자란 달콤한 참외의 매력을 담은 상세 설명입니다.,VEGETABLE,19800
햇출하 아삭한 양배추,신선한 햇출하 양배추에 대한 상세 설명입니다.,VEGETABLE,14800
햇출하로 달콤한 제주 감귤,신선한 제주 감귤의 고유한 맛을 느껴보세요.,ETC,19800
아삭한 고창 무,고창에서 자란 아삭한 식감의 무입니다.,ETC,12000
산지 선별로 엄선한 밀양 한우,특별한 맛과 풍미를 지닌 밀양 한우입니다.,ETC,45000
진한 풍미의 완도 전복,완도에서 공수한 신선한 전복입니다.,ETC,78000
제주 특·상급 브로콜리,브로콜리에 대한 상세 설명입니다.,VEGETABLE,18500
산지 선별 쫀득한 미나리,미나리에 대한 상세 설명입니다.,VEGETABLE,12000
완도에서 자란 신선한 쪽파,쪽파에 대한 상세 설명입니다.,VEGETABLE,9500
산지 선별 밀양 복숭아,"밀양에서 직접 선별한 복숭아로, 아삭한 식감과 풍부한 과즙을 느낄 수 있습니다.",FRUIT,17800
노지에서 자란 청도 자두,"신선한 청도 자두로, 달달하고 상큼한 맛이 여름을 느끼게 합니다.",FRUIT,15800
햇출하 달콤한 레드향,"햇출하된 레드향으로, 진한 단맛과 풍미가 고객님을 기다립니다.",FRUIT,22800
고당도 고창 배추,채소류 배추에 대한 상세 설명입니다.,VEGETABLE,24000
특·상급 제주 무,채소류 무에 대한 상세 설명입니다.,VEGETABLE,18200
엄선된 밀양 시금치,신선한 시금치에 대한 상세 설명입니다.,VEGETABLE,19800
달달한 태안 브로콜리,채소류 브로콜리에 대한 상세 설명입니다.,VEGETABLE,21000
엄선된 고창 참깨,국내산으로 품질이 뛰어난 참깨입니다.,ETC,18500
제주 해녀가 채취한 신선한 전복,신선하고 쫄깃한 식감의 전복입니다.,ETC,35800
밀양 친환경 고구마,달달하고 부드러운 식감의 고구마입니다.,ETC,14900
완도 바다에서 잡은 자연산 광어,신선하고 담백한 맛의 자연산 광어입니다.,ETC,42000
산지에서 직접 선별한 품질 좋은 밤,고소하고 풍미가 풍부한 특·상급 밤입니다.,ETC,22500
제주 햇 양파,신선한 제주산 양파에 대한 상세 설명입니다.,ETC,18900
고창 특·상급 무,아삭한 식감의 고창산 무에 대한 상세 설명입니다.,ETC,15700
경북 영주 고사리,자연 그대로의 맛을 간직한 영주 고사리에 대한 상세 설명입니다.,ETC,23000
태안 신선한 간재미,태안에서 잡은 신선한 간재미에 대한 상세 설명입니다.,ETC,27000
산지 직송 아삭한 청경채,신선한 청경채에 대한 상세 설명입니다.,VEGETABLE,14900
고창 특·상급 쫀득한 미나리,미나리에 대한 상세 설명입니다.,VEGETABLE,9800
햇출하 신선한 오이,오이에 대한 상세 설명입니다.,VEGETABLE,7800
제주산 달달한 방울토마토,방울토마토에 대한 상세 설명입니다.,VEGETABLE,12900
햇출하 고당도 청도 대파,신선한 청도 대파의 고소한 맛과 아삭한 식감이 일품입니다.,VEGETABLE,12900
특·상급 밀양 무,"신선한 밀양에서 자란 특·상급 무로, 담백한 맛이 매력적입니다.",VEGETABLE,8500
아삭한 해남 시금치,"해남에서 자란 아삭한 시금치로, 영양이 가득합니다.",VEGETABLE,6700
엄선된 고창 배추,"고창에서 직접 선별한 배추로, 신선함과 아삭한 식감이 돋보입니다.",VEGETABLE,11000
봄 수확 노지 당근,"노지에서 자란 신선한 당근으로, 달콤한 맛이 일품입니다.",VEGETABLE,7200
아삭한 고창 배추,신선한 고창 배추에 대한 상세 설명입니다.,VEGETABLE,18900
특·상급 횡성 당근,신선한 횡성 당근에 대한 상세 설명입니다.,VEGETABLE,7200
진한 풍미의 태안 파,태안에서 자란 신선한 파에 대한 상세 설명입니다.,VEGETABLE,6700
산지 직송 엄선한 쫀득한 전복,수산물 전복에 대한 상세 설명입니다.,ETC,35789
제주산 고당도 방어,신선한 수산물 방어에 대한 상세 설명입니다.,ETC,42900
전라남도 착한 한우,축산물 한우에 대한 상세 설명입니다.,ETC,59800
밀양산 특·상급 한라봉,과일류 한라봉에 대한 상세 설명입니다.,ETC,35000
햇출하 아삭한 대구,신선한 수산물 대구에 대한 상세 설명입니다.,ETC,21500
햇출하 아삭한 사과,신선한 햇사과에 대한 상세 설명입니다.,FRUIT,14800
제주산 달달한 감귤,제주에서 자란 감귤에 대한 상세 설명입니다.,FRUIT,17500
프리미엄 레드향,풍미 가득한 레드향에 대한 상세 설명입니다.,FRUIT,23000
엄선한 제주 청귤,상큼한 맛과 풍부한 향을 자랑하는 제주산 청귤입니다.,ETC,17850
특상급 고창 생표고버섯,고창에서 자란 품질 좋은 생표고버섯입니다. 깊은 풍미가 특징입니다.,ETC,23900
산지 선별 영주 사과,영주에서 갓 수확한 아삭한 식감의 사과입니다.,ETC,15200
햇출하 밀양 참외,달달하고 아삭한 식감이 매력적인 밀양 참외입니다.,ETC,19800
특·상급 고창 쪽파,고창에서 자란 품질 좋은 쪽파에 대한 상세 설명입니다.,VEGETABLE,7800
달달한 완도 미역,신선한 완도 미역에 대한 상세 설명입니다.,VEGETABLE,6500
쫀득한 밀양 고구마,밀양에서 자란 쫀득한 고구마에 대한 상세 설명입니다.,VEGETABLE,8500
햇출하 청도 대파,신선한 대파의 풍미를 자랑하는 청도산 제품입니다.,VEGETABLE,10980
아삭한 영주 샐러리,아삭한 식감으로 샐러드에 제격인 영주산 샐러리입니다.,VEGETABLE,8500
고당도 태안 당근,달콤함이 가득한 태안산 당근으로 건강한 요리를 즐기세요.,VEGETABLE,6400
엄선된 성주 고추,"매콤한 맛이 일품인 성주산 고추, 요리에 풍미를 더합니다.",VEGETABLE,9300
해남 고당도 특·상급 대파,"신선한 대파로, 해남에서 자란 고당도의 특·상급 품질입니다.",VEGETABLE,19800
밀양산 진한 풍미의 유기농 시금치,"유기농 방식으로 재배된 밀양산 시금치로, 진한 풍미가 일품입니다.",VEGETABLE,17900
고창 쫀득한 특·상급 무,"고창에서 재배된 쫀득한 식감의 무로, 특·상급 품질을 자랑합니다.",VEGETABLE,15500
영주햇출하 신선한 적양파,"영주에서 햇출하된 신선한 적양파로, 달콤한 맛이 특징입니다.",VEGETABLE,21000
고창산 엄선된 고당도 사과,신선한 고창에서 자란 달콤한 사과입니다.,FRUIT,49000
밀양 특·상급 청포도,밀양에서 선별된 특급 청포도로 맛과 품질이 우수합니다.,FRUIT,48000
햇출하된 달달한 영주 배,신선한 영주 지역의 배로 풍부한 단맛을 자랑합니다.,FRUIT,51000
완도산 쫀득한 석류,완도에서 자란 자연 그대로의 석류로 건강에 좋은 과일입니다.,FRUIT,53000
제주 해맑은 감귤,"제주에서 자란 신선한 감귤로, 상큼한 맛이 일품입니다.",FRUIT,27800
고당도 레드향,"특별히 선정된 레드향으로, 진한 풍미가 매력적입니다.",FRUIT,32000
산지 직송 천혜향,"천혜향의 특·상급 품질로, 입안 가득 퍼지는 달콤함을 느껴보세요.",FRUIT,36000
상큼한 완도 키위,"완도에서 자란 신선한 키위로, 아삭한 식감이 돋보입니다.",FRUIT,21000
상큼한 청도 자두,과일류 자두에 대한 상세 설명입니다.,FRUIT,23500
특급 밀양 복숭아,풍미 가득한 밀양 복숭아입니다.,FRUIT,27500
햇출하 아삭한 청도 사과,신선한 청도 사과에 대한 상세 설명입니다.,FRUIT,35000
달달한 제주 감귤 엄선,제주에서 자란 감귤에 대한 상세 설명입니다.,FRUIT,42000
산지 선별 영주 배,신선한 영주 배에 대한 상세 설명입니다.,FRUIT,39000
특·상급 제주 감자,제주산 특·상급 감자로 부드럽고 고소한 맛을 자랑합니다.,VEGETABLE,24500
엄선된 해남 배추,신선하게 엄선된 해남산 배추로 아삭한 식감을 제공합니다.,VEGETABLE,17900
쫀득한 밀양 당근,밀양에서 자란 쫀득한 식감의 당근으로 신선함을 더합니다.,VEGETABLE,21500
산지 선별 노지 배추,"노지에서 자란 신선한 배추로, 산지에서 직접 선별한 품질입니다.",VEGETABLE,15000
완도 쫀득한 미나리,완도에서 자란 신선하고 쫀득한 식감의 미나리입니다.,VEGETABLE,18000
제주산 고당도 청귤,상큼한 맛과 뛰어난 식감을 자랑하는 제주산 청귤입니다.,FRUIT,23800
특·상급 레드향 감귤,달콤한 풍미가 가득한 특·상급 레드향 감귤입니다.,FRUIT,28900
전라도산 엄선된 배,부드럽고 달콤한 맛의 전라도산 배입니다.,FRUIT,22500
해남산 엄선한 아삭한 배추,신선한 해남산 배추에 대한 상세 설명입니다.,VEGETABLE,15000
특·상급 밀양의 고소한 쪽파,신선한 밀양 쪽파에 대한 상세 설명입니다.,VEGETABLE,12000
청도산 달달한 쑥갓,신선한 청도 쑥갓에 대한 상세 설명입니다.,VEGETABLE,8000
제주 햇출하의 향긋한 당근,신선한 제주산 당근에 대한 상세 설명입니다.,VEGETABLE,9000
상급 품질의 아삭한 오이,신선한 오이에 대한 상세 설명입니다.,VEGETABLE,7000
고당도 청도 대파,신선하고 아삭한 식감의 청도 대파입니다.,VEGETABLE,12000
신선한 완도 미역,바다의 풍미를 가득 담은 신선한 완도 미역입니다.,VEGETABLE,15000
특·상급 영주 감자,"영주 지역에서 자란 특·상급 감자로, 부드러운 식감이 특징입니다.",VEGETABLE,11000
제주 한라봉 특·상급,달달한 맛과 아삭한 식감이 매력적인 한라봉입니다.,FRUIT,19800
밀양 복숭아 엄선,부드럽고 진한 풍미가 가득한 밀양 복숭아입니다.,FRUIT,25900
해남 수박 좋은 크기 위주,수분 가득한 해남 수박으로 여름을 시원하게 즐기세요.,FRUIT,29900
청도 비파 쫀득한 식감,특별한 맛과 향이 있는 청도 비파입니다.,FRUIT,22000
완도산 신선한 감귤,햇출하로 더욱 달콤한 완도 감귤입니다.,FRUIT,9500
영주 자생 블루베리,"자연에서 자란 신선한 블루베리, 진한 풍미가 일품입니다.",FRUIT,11500
고창산 특·상급 복숭아,"부드럽고 달콤한 고창 복숭아, 엄선하여 준비했습니다.",FRUIT,14000
영주산 아삭한 사과,아삭한 식감과 상큼한 맛이 조화를 이루는 영주산 사과입니다.,FRUIT,24900
햇출하로 신선한 천혜향,달콤한 향과 부드러운 식감이 매력적인 천혜향입니다.,FRUIT,32900
특·상급 보성산 유자,신선한 유자의 풍미를 느낄 수 있는 보성산 유자입니다.,FRUIT,25900
프리미엄 완도 전복,신선한 해산물 전복에 대한 상세 설명입니다.,ETC,25900
고창 산지 선별 특·상급 쌀,고품질 쌀에 대한 상세 설명입니다.,ETC,19800
햇출하 아삭한 청도 수박,여름철 제철 과일 수박에 대한 상세 설명입니다.,ETC,11500
쫀득한 태안 김,신선한 해조류 김에 대한 상세 설명입니다.,ETC,7500
해남산 특·상급 아삭한 청경채,신선한 해남에서 자란 아삭한 청경채입니다.,VEGETABLE,15800
영주산 엄선된 진한 풍미의 고구마,영주에서 자생한 고구마로 진한 풍미가 특징입니다.,VEGETABLE,19900
밀양의 햇출하 고당도 쫀득한 감자,햇출하로 신선한 밀양산 감자로 고당도가 돋보입니다.,VEGETABLE,12900
제주산 아삭한 특·상급 브로콜리,제주에서 자란 아삭한 브로콜리로 품질이 우수합니다.,VEGETABLE,17500
태안산 산지 선별 달달한 당근,태안에서 선별한 달달한 당근으로 신선함이 가득합니다.,VEGETABLE,9800
특·상급 영주 배추,영주에서 자란 특·상급 배추로 신선함을 자랑합니다.,VEGETABLE,19800
엄선된 해남 시금치,해남에서 엄선한 신선한 시금치입니다.,VEGETABLE,17500
제주 햇감귤 산지 선별,"신선한 제주 햇감귤로, 상큼한 맛이 특징입니다.",FRUIT,32000
성주 아삭한 사과 특·상급,아삭한 식감과 달콤함이 가득한 특·상급 성주 사과입니다.,FRUIT,27000
달달한 레드향 노지재배,신선한 노지에서 자란 달달한 레드향입니다.,FRUIT,38000
밀양 쫀득한 복숭아 산지 직송,쫀득한 식감과 향긋한 맛이 매력적인 밀양 복숭아입니다.,FRUIT,42000
제주산 아삭한 청상추,신선하고 아삭한 식감의 제주산 청상추에 대한 상세 설명입니다.,VEGETABLE,21000
햇출하로 신선한 홍고추,"신선한 홍고추로, 매운 맛이 강한 요리에 적합합니다.",VEGETABLE,12000
논산 유기농 배추,"논산에서 재배된 유기농 배추로, 자연의 맛을 느낄 수 있습니다.",VEGETABLE,25000
제주산 아삭한 청포도,신선한 제주 청포도의 상세 설명입니다.,ETC,19500
특·상급 홍천 한우,육즙이 풍부한 홍천 한우에 대한 상세 설명입니다.,ETC,45000
산지 선별 밀양 마늘,풍미가 뛰어난 밀양 마늘의 상세 설명입니다.,ETC,12000
고당도 완도 전복,신선한 완도 전복의 상세 설명입니다.,ETC,32000
쫀득한 고창 생물 새우,신선한 고창 새우의 상세 설명입니다.,ETC,26000
엄선된 고당도 한라봉,제주에서 자란 고당도의 한라봉에 대한 상세 설명입니다.,ETC,29900
특급 쫀득한 흑미,고품질의 쫀득한 흑미에 대한 상세 설명입니다.,ETC,19900
산지 선별 신선한 바다장어,신선한 바다장어에 대한 상세 설명입니다.,ETC,45900
신선한 해남 배추,해남에서 자란 신선한 배추에 대한 상세 설명입니다.,ETC,14900
특·상급 통영 멍게,특급 품질의 통영 멍게에 대한 상세 설명입니다.,ETC,38900
제주산 엄선된 흑한우,고기류 흑한우에 대한 상세 설명입니다.,ETC,150000
고창 지역 특·상급 전복,수산물 전복에 대한 상세 설명입니다.,ETC,75000
밀양에서 자란 쫀득한 메론,과일류 메론에 대한 상세 설명입니다.,ETC,22000
완도 해조류 자연산 다시마,수산물 다시마에 대한 상세 설명입니다.,ETC,12000
논산에서 재배한 아삭한 청경채,채소류 청경채에 대한 상세 설명입니다.,ETC,15000
제주산 엄선한 쫀득한 흑돼지,신선한 제주산 흑돼지에 대한 상세 설명입니다.,ETC,53000
고창 하우스에서 재배한 아삭한 청경채,식감이 뛰어난 청경채에 대한 상세 설명입니다.,ETC,12000
햇출하로 신선한 달달한 방울토마토,제철 방울토마토의 맛과 향에 대한 상세 설명입니다.,ETC,15000
밀양산 선별된 특·상급 고구마,프리미엄 품질의 고구마에 대한 상세 설명입니다.,ETC,25000
완도 해산물로 만든 신선한 전복,신선한 전복의 품질에 대한 상세 설명입니다.,ETC,45000
제주 햇출하 특·상급 가지,신선한 가지에 대한 상세 설명입니다.,VEGETABLE,19800
밀양 산지 선별 쫀득한 고구마,자연 그대로의 고구마에 대한 상세 설명입니다.,VEGETABLE,12000
태안 지역 엄선된 신선한 무,신선한 무에 대한 상세 설명입니다.,VEGETABLE,8500
영주산 고당도 파프리카,달콤한 파프리카에 대한 상세 설명입니다.,VEGETABLE,23500
청도 아삭한 배추,"신선하고 아삭한 식감의 배추로, 김장철에 특히 인기가 많습니다.",VEGETABLE,12000
제주 노지 상추,"제주에서 자란 신선한 상추로, 아삭한 식감과 달콤한 맛이 특징입니다.",VEGETABLE,8000
밀양 쫀득한 고구마,"밀양에서 자란 쫀득한 식감의 고구마로, 달콤한 맛이 일품입니다.",VEGETABLE,15000
해남 엄선한 청경채,"해남에서 엄선한 청경채로, 신선하고 아삭한 맛이 매력적입니다.",VEGETABLE,11000
제주 청귤 특·상급,상큼한 맛이 일품인 제주 청귤을 특·상급으로 선별하였습니다.,FRUIT,12000
달달한 영주 복숭아,"영주에서 자란 신선한 복숭아로, 달콤하고 부드러운 식감을 자랑합니다.",FRUIT,18000
햇출하한 성주 배,"성주에서 햇출하된 신선한 배로, 풍부한 과즙을 제공합니다.",FRUIT,13500
햇출하 고창 배추,"고창에서 자란 신선한 배추로, 아삭한 식감이 일품입니다.",VEGETABLE,10200
특·상급 성주 참외,성주에서 선별된 달달한 맛의 참외입니다.,VEGETABLE,15000
고당도 해남 무,"해남에서 자란 고당도 무로, 다양한 요리에 활용할 수 있습니다.",VEGETABLE,6200
엄선된 밀양 대파,"밀양에서 엄선한 대파로, 풍미가 가득한 신선한 제품입니다.",VEGETABLE,5400
제주산 엄선된 참돔,신선한 제주 바다에서 잡은 고급 참돔입니다.,ETC,59900
고창산 특·상급 대파,신선하고 아삭한 맛이 일품인 고창 대파입니다.,ETC,12000
완도산 쫀득한 해삼,"완도에서 직접 잡은 신선한 해삼으로, 쫄깃한 식감이 매력입니다.",ETC,45000
횡성산 산지 선별 한우,"엄선된 품질의 횡성 한우로, 진한 풍미가 특징입니다.",ETC,120000
완도산 자연산 굴,신선한 바다의 향이 가득한 완도산 자연산 굴입니다.,FRUIT,60000
"밀양 사과, 진한 풍미",풍부한 맛과 향이 일품인 밀양 사과입니다.,FRUIT,42000
프리미엄 해남 무,"해남에서 자란 특·상급 무로, 풍부한 맛을 자랑합니다.",VEGETABLE,4500
고당도 미니 단호박,"달달한 맛이 뛰어난 미니 단호박으로, 엄선된 제품입니다.",VEGETABLE,12300
쫀득한 횡성 당근,횡성 지역에서 자란 쫀득한 식감의 당근입니다.,VEGETABLE,6700
완도 산지 선별 아삭한 청경채,신선한 청경채로 아삭한 식감이 일품인 상품입니다.,VEGETABLE,24900
특·상급 고창 새싹채소,고창에서 자란 엄선된 새싹채소로 영양 가득한 상품입니다.,VEGETABLE,19900
햇출하로 신선한 밀양 시금치,햇출하로 더욱 신선한 밀양 시금치입니다.,VEGETABLE,17900
고당도 해남 당근,해남에서 자란 고당도의 당근으로 달콤한 맛이 특징입니다.,VEGETABLE,21900
엄선된 태안 쪽파,태안에서 선별한 신선한 쪽파로 향이 가득합니다.,VEGETABLE,15900
달달한 밀양 딸기,밀양에서 자란 달달한 딸기에 대한 상세 설명입니다.,FRUIT,18000
햇출하 완도 감귤,완도에서 햇출하된 신선한 감귤의 상세 설명입니다.,FRUIT,22000
청도에서 자란 아삭한 복숭아,신선한 청도 복숭아에 대한 상세 설명입니다.,FRUIT,17800
햇출하 고품질 감귤,상큼한 맛이 일품인 감귤에 대한 상세 설명입니다.,FRUIT,15000
신선한 논산 딸기 특·상급,달달한 딸기에 대한 상세 설명입니다.,FRUIT,23000
밀양의 쫀득한 배,과즙이 풍부한 밀양 배에 대한 상세 설명입니다.,FRUIT,19500
밀양 특·상급 캠벨얼리,밀양에서 자란 특·상급 캠벨얼리로 풍부한 맛을 즐기세요.,FRUIT,35450
해남 쫀득한 고구마,해남의 쫀득한 고구마로 건강한 간식을 만나보세요.,FRUIT,24500
특·상급 영주 고추,신선하고 매콤한 맛의 영주 고추입니다.,ETC,12985
신선한 밀양 한우,육즙이 풍부한 밀양 한우입니다.,ETC,109000
제주산 엄선한 쫀득한 고구마,제주에서 자란 고구마의 쫀득한 식감과 달달함을 느껴보세요.,ETC,12000
영주 특·상급 고당도 배,"영주에서 선별된 특·상급 배로, 달콤한 맛이 일품입니다.",ETC,15000
해남산 신선한 아삭한 무,"해남에서 자란 아삭한 식감의 무로, 샐러드에 제격입니다.",ETC,8000
완도산 자연산 바지락,"완도에서 잡은 신선한 바지락으로, 해물탕에 제격입니다.",ETC,18000
밀양의 싱싱한 참외,"밀양에서 자란 참외로, 여름의 달콤함을 담고 있습니다.",ETC,11000
제주 햇귤,햇출하로 신선한 제주 귤의 상큼한 맛을 즐기세요.,FRUIT,15000
산지 선별 아삭한 청도 배,신선한 청도에서 자란 아삭한 배에 대한 상세 설명입니다.,ETC,12900
햇출하 신선한 밀양 쌀,햇출하된 신선한 밀양 쌀에 대한 상세 설명입니다.,ETC,19900
햇출하 완도 청각,신선한 완도 청각의 풍미와 식감을 담은 상품입니다.,VEGETABLE,12000
강원도 엄선한 배추,강원도에서 자란 신선한 배추의 특·상급 품질에 대한 설명입니다.,VEGETABLE,15000
밀양 쫀득한 팽이버섯,밀양에서 자란 쫀득한 식감의 팽이버섯에 대한 상세 설명입니다.,VEGETABLE,7000
햇출하 고당도 영주 고구마,신선하고 달달한 맛의 영주 고구마에 대한 상세 설명입니다.,VEGETABLE,19800
엄선된 제주 청상추,아삭하고 신선한 제주 청상추에 대한 상세 설명입니다.,VEGETABLE,15600
특·상급 성주 미나리,특별히 선별된 성주 미나리에 대한 상세 설명입니다.,VEGETABLE,22000
아삭한 논산 무,신선한 아삭함이 돋보이는 논산 무에 대한 상세 설명입니다.,VEGETABLE,14500
전남 영광의 맛있는 자두,"달콤하고 쫄깃한 식감의 자두로, 자연에서 자생한 제품입니다.",FRUIT,18900
신선한 한라봉 산지 직송,"달달하고 향긋한 한라봉으로, 엄선된 과일만을 제공합니다.",FRUIT,25400
프리미엄 밀양 사과,"특·상급으로 선별된 밀양 사과로, 자연의 달콤함을 느껴보세요.",FRUIT,21500
산지 선별 고소한 밀양 참외,"밀양에서 자란 고소한 참외로, 아삭한 식감이 일품입니다.",FRUIT,8000
당도 높은 영주 사과,"영주에서 자란 당도 높은 사과로, 달콤한 맛이 특징입니다.",FRUIT,11000
아삭한 청도 신선한 오이,채소류 오이에 대한 상세 설명입니다.,VEGETABLE,23800
엄선된 고창 특·상급 배추,채소류 배추에 대한 상세 설명입니다.,VEGETABLE,27450
고당도 완도 바다갯벌 미나리,채소류 미나리에 대한 상세 설명입니다.,VEGETABLE,19600
신선한 강원도 산지 선별 당근,채소류 당근에 대한 상세 설명입니다.,VEGETABLE,22000
햇출하로 달달한 성주 고구마,채소류 고구마에 대한 상세 설명입니다.,VEGETABLE,31000
제주 고당도 감귤,"신선한 제주산 고당도 감귤로, 상큼한 맛이 일품입니다.",FRUIT,15000
달달한 천혜향,"맛있게 익은 천혜향으로, 풍부한 과즙과 달콤함이 특징입니다.",FRUIT,18000
산지 선별 레드향,"정성껏 선별한 레드향, 깊은 맛과 향이 매력적입니다.",FRUIT,22000
완도 특·상급 바나나,"완도에서 자란 특·상급 바나나, 부드럽고 쫀득한 식감이 특징입니다.",FRUIT,12000
청도 아삭한 고구마,신선한 청도 고구마의 아삭한 식감과 달달한 맛을 자랑합니다.,ETC,12000
완도 특·상급 문어,"신선하고 쫄깃한 식감의 완도 문어로, 특급 품질을 자랑합니다.",ETC,23500
제주산 엄선한 흑임자,"프리미엄 제주산 흑임자로, 고소한 맛과 풍부한 영양을 제공합니다.",ETC,15000
논산 고당도 부추,"논산에서 자란 고당도 부추로, 특별한 맛을 느낄 수 있습니다.",ETC,9800
횡성 자생 버섯,"횡성에서 자생한 버섯으로, 깊고 진한 풍미가 특징입니다.",ETC,14500
제주산 엄선한 신선한 전복,신선한 제주산 전복에 대한 상세 설명입니다.,ETC,59900
고창의 믿을 수 있는 특·상급 무,고창산 무에 대한 상세 설명입니다.,ETC,18000
완도에서 직송한 신선한 멍게,신선한 멍게에 대한 상세 설명입니다.,ETC,32000
영주에서 자란 아삭한 배추,신선한 배추에 대한 상세 설명입니다.,ETC,15000
태안에서 자생한 특·상급 미역,자생 미역에 대한 상세 설명입니다.,ETC,22000
고창 엄선 아삭한 청경채,신선한 청경채에 대한 상세 설명입니다.,VEGETABLE,18900
해남 특·상급 부추,향긋한 부추에 대한 상세 설명입니다.,VEGETABLE,24500
영주 햇출하 달달한 땅콩,고소한 땅콩에 대한 상세 설명입니다.,VEGETABLE,21000
밀양 신선한 쫀득한 고구마,자연 그대로의 고구마에 대한 상세 설명입니다.,VEGETABLE,19800
청도 산지 선별 신선한 양파,좋은 크기 위주의 양파에 대한 상세 설명입니다.,VEGETABLE,17500
고창에서 자란 진한 풍미의 사과,고창 지역에서 자란 사과의 진한 맛을 경험해보세요.,FRUIT,17000
정성으로 키운 아삭한 청도 복숭아,청도에서 자란 달콤하고 아삭한 복숭아입니다.,FRUIT,15000
햇출하 특·상급 샤인머스캣,신선한 햇출하로 진한 풍미가 특징인 샤인머스캣입니다.,FRUIT,24000
산지 선별 엄선된 해남 고구마,달달하고 쫀득한 식감의 해남산 고구마입니다.,FRUIT,18000
밀양산 달달한 체리,신선하고 달콤한 밀양산 체리로 여름의 맛을 느껴보세요.,FRUIT,22000
햇출하 고당도 홍시,"달콤한 맛이 일품인 홍시로, 햇볕을 받아 자연스럽게 익혀진 제품입니다.",ETC,23985
아삭한 청도 미니배,청도 지역에서 자란 미니배로 아삭한 식감과 상큼한 맛이 매력적인 상품입니다.,ETC,18985
산지 선별 특급 한우,엄선된 사육 방식으로 키운 한우로 풍부한 맛과 육즙이 살아있는 고기입니다.,ETC,83985
제주 자연산 갈치,"제주 바다에서 잡은 신선한 갈치로, 담백한 맛과 부드러운 식감이 특징입니다.",ETC,29985
해남산 특·상급 아삭한 무,신선한 해남 무에 대한 상세 설명입니다.,VEGETABLE,15000
산지 선별로 골라낸 쫀득한 고구마,품질 좋은 고구마에 대한 상세 설명입니다.,VEGETABLE,8900
밀양 햇출하 고당도 토마토,달콤한 밀양 토마토에 대한 상세 설명입니다.,VEGETABLE,12000
청도산 엄선된 새싹채소,신선한 청도 새싹채소에 대한 상세 설명입니다.,VEGETABLE,7800
